date,country,os,browser,market_share
2025-01,Latvia,Android,Samsung Internet,10.875
2025-01,Latvia,Android,Chrome Mobile WebView,10.773
2025-01,Latvia,Android,Facebook,6.126
2025-01,Latvia,Android,Instagram,1.009
2025-01,Latvia,Android,Firefox,0.887
2025-01,Latvia,Android,Brave,0.631
2025-01,Latvia,Android,Opera,0.621
2025-01,Latvia,Android,Yandex Browser,0.394
2025-01,Latvia,Android,Mi Browser,0.385
2025-01,Latvia,Android,Huawei Browser,0.329
2025-01,Latvia,Android,DuckDuckGo,0.239
2025-01,Latvia,Android,TikTok,0.212
2025-01,Latvia,Android,Edge,0.117
2025-01,Latvia,Android,Aloha Browser,0.098
2025-01,Latvia,Android,UC Browser,0.037
2025-01,Latvia,Android,Oculus Browser,0.017
2025-01,Latvia,Android,Ecosia,0.008
2025-01,Latvia,Android,Snapchat,0.006
2025-01,Latvia,Android,Twitter,0.006
2025-01,Latvia,Android,VivoBrowser,0.006
2025-01,Latvia,Android,Other,0.003
2025-01,Latvia,Android,Pinterest,0.003
2025-01,Latvia,Android,QQ Browser,0.003
2025-01,Latvia,Android,Instabridge,0.001
2025-01,Latvia,Android,Mint Browser,0.001
2025-01,Latvia,Desktop,Chrome,66.729
2025-01,Latvia,Desktop,Firefox,11.456
2025-01,Latvia,Desktop,Edge,9.556
2025-01,Latvia,Desktop,Safari,4.669
2025-01,Latvia,Desktop,Opera,4.428
2025-01,Latvia,Desktop,Brave,1.722
2025-01,Latvia,Desktop,Yandex Browser,1.151
2025-01,Latvia,Desktop,Avast Secure Browser,0.183
2025-01,Latvia,Desktop,AVG,0.042
2025-01,Latvia,Desktop,DuckDuckGo,0.042
2025-01,Latvia,Desktop,Mi Browser,0.006
2025-01,Latvia,Desktop,Whale,0.006
2025-01,Latvia,Desktop,Aloha Browser,0.003
2025-01,Latvia,Desktop,Huawei Browser,0.003
2025-01,Latvia,Desktop,Vivaldi,0.003
2025-01,Latvia,Desktop,Other,0.001
2025-01,Latvia,Desktop,Sogou Explorer,0.001
2025-01,Latvia,MacOSX,Chrome,53.088
2025-01,Latvia,MacOSX,Safari,37.659
2025-01,Latvia,MacOSX,Firefox,5.062
2025-01,Latvia,MacOSX,Brave,1.949
2025-01,Latvia,MacOSX,Opera,1.037
2025-01,Latvia,MacOSX,Yandex Browser,0.543
2025-01,Latvia,MacOSX,Edge,0.508
2025-01,Latvia,MacOSX,DuckDuckGo,0.139
2025-01,Latvia,MacOSX,Other,0.01
2025-01,Latvia,MacOSX,Aloha Browser,0.006
2025-01,Latvia,Mobile,Chrome,47.78
2025-01,Latvia,Mobile,Safari,18.839
2025-01,Latvia,Mobile,Mobile Safari UI/WKWebView,7.666
2025-01,Latvia,Mobile,Samsung Internet,7.505
2025-01,Latvia,Mobile,Chrome Mobile WebView,6.969
2025-01,Latvia,Mobile,Facebook,5.895
2025-01,Latvia,Mobile,Instagram,2.012
2025-01,Latvia,Mobile,Firefox,0.686
2025-01,Latvia,Mobile,Yandex Browser,0.442
2025-01,Latvia,Mobile,Brave,0.408
2025-01,Latvia,Mobile,Opera,0.403
2025-01,Latvia,Mobile,TikTok,0.286
2025-01,Latvia,Mobile,Mi Browser,0.249
2025-01,Latvia,Mobile,DuckDuckGo,0.224
2025-01,Latvia,Mobile,Huawei Browser,0.213
2025-01,Latvia,Mobile,Edge,0.128
2025-01,Latvia,Mobile,Pinterest,0.093
2025-01,Latvia,Mobile,Aloha Browser,0.08
2025-01,Latvia,Mobile,Twitter,0.046
2025-01,Latvia,Mobile,Snapchat,0.025
2025-01,Latvia,Mobile,UC Browser,0.024
2025-01,Latvia,Mobile,Oculus Browser,0.011
2025-01,Latvia,Mobile,Ecosia,0.006
2025-01,Latvia,Mobile,VivoBrowser,0.004
2025-01,Latvia,Mobile,QQ Browser,0.003
2025-01,Latvia,Mobile,Other,0.002
2025-01,Latvia,Mobile,Instabridge,0.001
2025-01,Latvia,Mobile,Mint Browser,0.001
2025-01,Latvia,Windows,Chrome,68.395
2025-01,Latvia,Windows,Firefox,12.045
2025-01,Latvia,Windows,Edge,11.263
2025-01,Latvia,Windows,Opera,5.031
2025-01,Latvia,Windows,Brave,1.674
2025-01,Latvia,Windows,Yandex Browser,1.274
2025-01,Latvia,Windows,Avast Secure Browser,0.216
2025-01,Latvia,Windows,AVG,0.049
2025-01,Latvia,Windows,DuckDuckGo,0.029
2025-01,Latvia,Windows,Safari,0.007
2025-01,Latvia,Windows,Whale,0.007
2025-01,Latvia,Windows,Huawei Browser,0.003
2025-01,Latvia,Windows,Other,0.003
2025-01,Latvia,Windows,Vivaldi,0.003
2025-01,Latvia,Windows,Sogou Explorer,0.002
2025-01,Latvia,iOS,Safari,54.304
2025-01,Latvia,iOS,Mobile Safari UI/WKWebView,22.64
2025-01,Latvia,iOS,Chrome,11.143
2025-01,Latvia,iOS,Facebook,5.706
2025-01,Latvia,iOS,Instagram,4.013
2025-01,Latvia,iOS,Yandex Browser,0.554
2025-01,Latvia,iOS,TikTok,0.44
2025-01,Latvia,iOS,Firefox,0.332
2025-01,Latvia,iOS,Pinterest,0.27
2025-01,Latvia,iOS,DuckDuckGo,0.205
2025-01,Latvia,iOS,Edge,0.15
2025-01,Latvia,iOS,Twitter,0.125
2025-01,Latvia,iOS,Snapchat,0.062
2025-01,Latvia,iOS,Aloha Browser,0.049
2025-01,Latvia,iOS,Other,0.004
2025-01,Latvia,iOS,Opera,0.002
2025-01,Latvia,iOS,WhatsApp,0.002
2025-01,Latvia,iOS,Ecosia,0.001
2025-01,Liechtenstein,Android,Chrome,55.385
2025-01,Liechtenstein,Android,Samsung Internet,20.948
2025-01,Liechtenstein,Android,Chrome Mobile WebView,10.541
2025-01,Liechtenstein,Android,Facebook,3.395
2025-01,Liechtenstein,Android,Firefox,3.171
2025-01,Liechtenstein,Android,Instagram,2.891
2025-01,Liechtenstein,Android,DuckDuckGo,1.697
2025-01,Liechtenstein,Android,Brave,0.587
2025-01,Liechtenstein,Android,Opera,0.357
2025-01,Liechtenstein,Android,Edge,0.313
2025-01,Liechtenstein,Android,Ecosia,0.179
2025-01,Liechtenstein,Android,Other,0.179
2025-01,Liechtenstein,Android,TikTok,0.179
2025-01,Liechtenstein,Android,Aloha Browser,0.089
2025-01,Liechtenstein,Android,Yandex Browser,0.089
2025-01,Liechtenstein,Desktop,Chrome,48.743
2025-01,Liechtenstein,Desktop,Edge,18.638
2025-01,Liechtenstein,Desktop,Firefox,17.863
2025-01,Liechtenstein,Desktop,Safari,10.307
2025-01,Liechtenstein,Desktop,Opera,2.087
2025-01,Liechtenstein,Desktop,Brave,1.509
2025-01,Liechtenstein,Desktop,DuckDuckGo,0.728
2025-01,Liechtenstein,Desktop,Avast Secure Browser,0.067
2025-01,Liechtenstein,Desktop,AVG,0.038
2025-01,Liechtenstein,Desktop,Other,0.01
2025-01,Liechtenstein,Desktop,Yandex Browser,0.01
2025-01,Liechtenstein,MacOSX,Safari,50.494
2025-01,Liechtenstein,MacOSX,Chrome,31.426
2025-01,Liechtenstein,MacOSX,Firefox,13.993
2025-01,Liechtenstein,MacOSX,Other,1.732
2025-01,Liechtenstein,MacOSX,Brave,1.573
2025-01,Liechtenstein,MacOSX,DuckDuckGo,0.782
2025-01,Liechtenstein,Mobile,Safari,32.655
2025-01,Liechtenstein,Mobile,Chrome,27.278
2025-01,Liechtenstein,Mobile,Mobile Safari UI/WKWebView,13.672
2025-01,Liechtenstein,Mobile,Samsung Internet,8.931
2025-01,Liechtenstein,Mobile,Chrome Mobile WebView,4.475
2025-01,Liechtenstein,Mobile,Instagram,4.147
2025-01,Liechtenstein,Mobile,Facebook,4.043
2025-01,Liechtenstein,Mobile,Firefox,1.763
2025-01,Liechtenstein,Mobile,DuckDuckGo,1.308
2025-01,Liechtenstein,Mobile,Pinterest,0.341
2025-01,Liechtenstein,Mobile,Edge,0.331
2025-01,Liechtenstein,Mobile,TikTok,0.293
2025-01,Liechtenstein,Mobile,Brave,0.249
2025-01,Liechtenstein,Mobile,Opera,0.152
2025-01,Liechtenstein,Mobile,Ecosia,0.114
2025-01,Liechtenstein,Mobile,Other,0.076
2025-01,Liechtenstein,Mobile,Aloha Browser,0.057
2025-01,Liechtenstein,Mobile,Twitter,0.057
2025-01,Liechtenstein,Mobile,Yandex Browser,0.057
2025-01,Liechtenstein,Windows,Chrome,52.807
2025-01,Liechtenstein,Windows,Edge,24.239
2025-01,Liechtenstein,Windows,Firefox,17.941
2025-01,Liechtenstein,Windows,Opera,2.565
2025-01,Liechtenstein,Windows,Brave,1.52
2025-01,Liechtenstein,Windows,DuckDuckGo,0.751
2025-01,Liechtenstein,Windows,Avast Secure Browser,0.089
2025-01,Liechtenstein,Windows,AVG,0.051
2025-01,Liechtenstein,Windows,Other,0.013
2025-01,Liechtenstein,Windows,Safari,0.013
2025-01,Liechtenstein,Windows,Yandex Browser,0.013
2025-01,Liechtenstein,iOS,Safari,56.707
2025-01,Liechtenstein,iOS,Mobile Safari UI/WKWebView,23.852
2025-01,Liechtenstein,iOS,Chrome,6.502
2025-01,Liechtenstein,iOS,Instagram,5.095
2025-01,Liechtenstein,iOS,Facebook,4.539
2025-01,Liechtenstein,iOS,DuckDuckGo,1.026
2025-01,Liechtenstein,iOS,Firefox,0.728
2025-01,Liechtenstein,iOS,Pinterest,0.595
2025-01,Liechtenstein,iOS,TikTok,0.378
2025-01,Liechtenstein,iOS,Edge,0.346
2025-01,Liechtenstein,iOS,Twitter,0.099
2025-01,Liechtenstein,iOS,Ecosia,0.066
2025-01,Liechtenstein,iOS,Aloha Browser,0.033
2025-01,Liechtenstein,iOS,Other,0.033
2025-01,Lithuania,Android,Chrome,59.558
2025-01,Lithuania,Android,Chrome Mobile WebView,17.305
2025-01,Lithuania,Android,Facebook,10.199
2025-01,Lithuania,Android,Samsung Internet,9.244
2025-01,Lithuania,Android,Firefox,0.722
2025-01,Lithuania,Android,Instagram,0.653
2025-01,Lithuania,Android,Brave,0.557
2025-01,Lithuania,Android,Opera,0.48
2025-01,Lithuania,Android,Mi Browser,0.351
2025-01,Lithuania,Android,Huawei Browser,0.232
2025-01,Lithuania,Android,Yandex Browser,0.184
2025-01,Lithuania,Android,DuckDuckGo,0.169
2025-01,Lithuania,Android,Edge,0.115
2025-01,Lithuania,Android,TikTok,0.089
2025-01,Lithuania,Android,Aloha Browser,0.072
2025-01,Lithuania,Android,UC Browser,0.031
2025-01,Lithuania,Android,Oculus Browser,0.011
2025-01,Lithuania,Android,Ecosia,0.009
2025-01,Lithuania,Android,Snapchat,0.005
2025-01,Lithuania,Android,QQ Browser,0.004
2025-01,Lithuania,Android,Other,0.003
2025-01,Lithuania,Android,Pinterest,0.002
2025-01,Lithuania,Android,Twitter,0.002
2025-01,Lithuania,Android,VivoBrowser,0.002
2025-01,Lithuania,Android,Instabridge,0.001
2025-01,Lithuania,Desktop,Chrome,67.655
2025-01,Lithuania,Desktop,Firefox,12.265
2025-01,Lithuania,Desktop,Edge,9.445
2025-01,Lithuania,Desktop,Opera,4.361
2025-01,Lithuania,Desktop,Safari,3.938
2025-01,Lithuania,Desktop,Brave,1.672
2025-01,Lithuania,Desktop,Yandex Browser,0.375
2025-01,Lithuania,Desktop,Avast Secure Browser,0.195
2025-01,Lithuania,Desktop,AVG,0.037
2025-01,Lithuania,Desktop,DuckDuckGo,0.029
2025-01,Lithuania,Desktop,Vivaldi,0.009
2025-01,Lithuania,Desktop,Whale,0.008
2025-01,Lithuania,Desktop,Mi Browser,0.003
2025-01,Lithuania,Desktop,Aloha Browser,0.002
2025-01,Lithuania,Desktop,Huawei Browser,0.002
2025-01,Lithuania,Desktop,Other,0.002
2025-01,Lithuania,Desktop,Sogou Explorer,0.002
2025-01,Lithuania,MacOSX,Chrome,57.249
2025-01,Lithuania,MacOSX,Safari,34.09
2025-01,Lithuania,MacOSX,Firefox,5.129
2025-01,Lithuania,MacOSX,Brave,1.921
2025-01,Lithuania,MacOSX,Opera,0.903
2025-01,Lithuania,MacOSX,Edge,0.431
2025-01,Lithuania,MacOSX,Yandex Browser,0.158
2025-01,Lithuania,MacOSX,DuckDuckGo,0.105
2025-01,Lithuania,MacOSX,Other,0.009
2025-01,Lithuania,MacOSX,Avast Secure Browser,0.002
2025-01,Lithuania,MacOSX,Vivaldi,0.002
2025-01,Lithuania,Mobile,Chrome,45.768
2025-01,Lithuania,Mobile,Safari,14.189
2025-01,Lithuania,Mobile,Chrome Mobile WebView,12.07
2025-01,Lithuania,Mobile,Facebook,10.292
2025-01,Lithuania,Mobile,Mobile Safari UI/WKWebView,7.119
2025-01,Lithuania,Mobile,Samsung Internet,6.618
2025-01,Lithuania,Mobile,Instagram,1.409
2025-01,Lithuania,Mobile,Firefox,0.601
2025-01,Lithuania,Mobile,Brave,0.389
2025-01,Lithuania,Mobile,Opera,0.336
2025-01,Lithuania,Mobile,Mi Browser,0.245
2025-01,Lithuania,Mobile,Yandex Browser,0.172
2025-01,Lithuania,Mobile,DuckDuckGo,0.162
2025-01,Lithuania,Mobile,Huawei Browser,0.162
2025-01,Lithuania,Mobile,TikTok,0.156
2025-01,Lithuania,Mobile,Edge,0.124
2025-01,Lithuania,Mobile,Aloha Browser,0.058
2025-01,Lithuania,Mobile,Pinterest,0.052
2025-01,Lithuania,Mobile,UC Browser,0.022
2025-01,Lithuania,Mobile,Snapchat,0.019
2025-01,Lithuania,Mobile,Twitter,0.014
2025-01,Lithuania,Mobile,Ecosia,0.008
2025-01,Lithuania,Mobile,Oculus Browser,0.008
2025-01,Lithuania,Mobile,Other,0.003
2025-01,Lithuania,Mobile,QQ Browser,0.003
2025-01,Lithuania,Mobile,Instabridge,0.001
2025-01,Lithuania,Mobile,VivoBrowser,0.001
2025-01,Lithuania,Windows,Chrome,68.801
2025-01,Lithuania,Windows,Firefox,12.909
2025-01,Lithuania,Windows,Edge,10.988
2025-01,Lithuania,Windows,Opera,4.937
2025-01,Lithuania,Windows,Brave,1.633
2025-01,Lithuania,Windows,Yandex Browser,0.415
2025-01,Lithuania,Windows,Avast Secure Browser,0.228
2025-01,Lithuania,Windows,AVG,0.044
2025-01,Lithuania,Windows,DuckDuckGo,0.019
2025-01,Lithuania,Windows,Whale,0.009
2025-01,Lithuania,Windows,Safari,0.005
2025-01,Lithuania,Windows,Vivaldi,0.004
2025-01,Lithuania,Windows,Other,0.003
2025-01,Lithuania,Windows,Sogou Explorer,0.003
2025-01,Lithuania,Windows,Huawei Browser,0.002
2025-01,Lithuania,iOS,Safari,46.834
2025-01,Lithuania,iOS,Mobile Safari UI/WKWebView,24.334
2025-01,Lithuania,iOS,Chrome,13.303
2025-01,Lithuania,iOS,Facebook,10.865
2025-01,Lithuania,iOS,Instagram,3.258
2025-01,Lithuania,iOS,Firefox,0.333
2025-01,Lithuania,iOS,TikTok,0.323
2025-01,Lithuania,iOS,Pinterest,0.172
2025-01,Lithuania,iOS,DuckDuckGo,0.15
2025-01,Lithuania,iOS,Yandex Browser,0.149
2025-01,Lithuania,iOS,Edge,0.139
2025-01,Lithuania,iOS,Snapchat,0.054
2025-01,Lithuania,iOS,Twitter,0.045
2025-01,Lithuania,iOS,Aloha Browser,0.027
2025-01,Lithuania,iOS,Ecosia,0.006
2025-01,Lithuania,iOS,Other,0.005
2025-01,Lithuania,iOS,Opera,0.003
2025-01,Luxembourg,Android,Chrome,56.458
2025-01,Luxembourg,Android,Samsung Internet,14.896
2025-01,Luxembourg,Android,Chrome Mobile WebView,12.681
2025-01,Luxembourg,Android,Facebook,5.321
2025-01,Luxembourg,Android,Firefox,2.46
2025-01,Luxembourg,Android,Instagram,1.999
2025-01,Luxembourg,Android,Brave,1.544
2025-01,Luxembourg,Android,DuckDuckGo,1.013
2025-01,Luxembourg,Android,Opera,0.791
2025-01,Luxembourg,Android,Edge,0.613
2025-01,Luxembourg,Android,UC Browser,0.554
2025-01,Luxembourg,Android,Yandex Browser,0.395
2025-01,Luxembourg,Android,QQ Browser,0.275
2025-01,Luxembourg,Android,Ecosia,0.23
2025-01,Luxembourg,Android,Mi Browser,0.177
2025-01,Luxembourg,Android,Huawei Browser,0.151
2025-01,Luxembourg,Android,Aloha Browser,0.138
2025-01,Luxembourg,Android,TikTok,0.128
2025-01,Luxembourg,Android,Snapchat,0.04
2025-01,Luxembourg,Android,VivoBrowser,0.036
2025-01,Luxembourg,Android,Twitter,0.021
2025-01,Luxembourg,Android,Oculus Browser,0.02
2025-01,Luxembourg,Android,Pinterest,0.017
2025-01,Luxembourg,Android,HiBrowser,0.01
2025-01,Luxembourg,Android,Whale,0.01
2025-01,Luxembourg,Android,Baidu Browser,0.008
2025-01,Luxembourg,Android,Instabridge,0.006
2025-01,Luxembourg,Android,Other,0.006
2025-01,Luxembourg,Android,Mint Browser,0.004
2025-01,Luxembourg,Desktop,Chrome,47.402
2025-01,Luxembourg,Desktop,Safari,17.06
2025-01,Luxembourg,Desktop,Firefox,15.623
2025-01,Luxembourg,Desktop,Edge,15.442
2025-01,Luxembourg,Desktop,Opera,2.286
2025-01,Luxembourg,Desktop,Brave,1.759
2025-01,Luxembourg,Desktop,DuckDuckGo,0.16
2025-01,Luxembourg,Desktop,Yandex Browser,0.104
2025-01,Luxembourg,Desktop,Avast Secure Browser,0.099
2025-01,Luxembourg,Desktop,AVG,0.03
2025-01,Luxembourg,Desktop,Other,0.011
2025-01,Luxembourg,Desktop,Aloha Browser,0.007
2025-01,Luxembourg,Desktop,UC Browser,0.005
2025-01,Luxembourg,Desktop,Wave Browser,0.005
2025-01,Luxembourg,Desktop,Whale,0.004
2025-01,Luxembourg,Desktop,Vivaldi,0.003
2025-01,Luxembourg,MacOSX,Safari,56.171
2025-01,Luxembourg,MacOSX,Chrome,32.311
2025-01,Luxembourg,MacOSX,Firefox,8.485
2025-01,Luxembourg,MacOSX,Brave,1.655
2025-01,Luxembourg,MacOSX,Opera,0.455
2025-01,Luxembourg,MacOSX,Edge,0.448
2025-01,Luxembourg,MacOSX,DuckDuckGo,0.407
2025-01,Luxembourg,MacOSX,Yandex Browser,0.055
2025-01,Luxembourg,MacOSX,Aloha Browser,0.008
2025-01,Luxembourg,MacOSX,Vivaldi,0.006
2025-01,Luxembourg,MacOSX,Other,0.0
2025-01,Luxembourg,Mobile,Safari,30.811
2025-01,Luxembourg,Mobile,Chrome,28.243
2025-01,Luxembourg,Mobile,Mobile Safari UI/WKWebView,13.769
2025-01,Luxembourg,Mobile,Samsung Internet,6.377
2025-01,Luxembourg,Mobile,Facebook,6.258
2025-01,Luxembourg,Mobile,Chrome Mobile WebView,5.246
2025-01,Luxembourg,Mobile,Instagram,3.97
2025-01,Luxembourg,Mobile,Firefox,1.384
2025-01,Luxembourg,Mobile,DuckDuckGo,0.644
2025-01,Luxembourg,Mobile,Brave,0.639
2025-01,Luxembourg,Mobile,Edge,0.515
2025-01,Luxembourg,Mobile,Opera,0.329
2025-01,Luxembourg,Mobile,TikTok,0.321
2025-01,Luxembourg,Mobile,UC Browser,0.246
2025-01,Luxembourg,Mobile,Pinterest,0.217
2025-01,Luxembourg,Mobile,Snapchat,0.2
2025-01,Luxembourg,Mobile,Yandex Browser,0.195
2025-01,Luxembourg,Mobile,Ecosia,0.151
2025-01,Luxembourg,Mobile,QQ Browser,0.122
2025-01,Luxembourg,Mobile,Aloha Browser,0.11
2025-01,Luxembourg,Mobile,Twitter,0.075
2025-01,Luxembourg,Mobile,Mi Browser,0.073
2025-01,Luxembourg,Mobile,Huawei Browser,0.063
2025-01,Luxembourg,Mobile,VivoBrowser,0.015
2025-01,Luxembourg,Mobile,Oculus Browser,0.008
2025-01,Luxembourg,Mobile,HiBrowser,0.004
2025-01,Luxembourg,Mobile,Other,0.004
2025-01,Luxembourg,Mobile,Whale,0.004
2025-01,Luxembourg,Mobile,Baidu Browser,0.003
2025-01,Luxembourg,Mobile,Instabridge,0.002
2025-01,Luxembourg,Mobile,Mint Browser,0.002
2025-01,Luxembourg,Windows,Chrome,53.604
2025-01,Luxembourg,Windows,Edge,22.873
2025-01,Luxembourg,Windows,Firefox,18.198
2025-01,Luxembourg,Windows,Opera,3.17
2025-01,Luxembourg,Windows,Brave,1.726
2025-01,Luxembourg,Windows,Avast Secure Browser,0.148
2025-01,Luxembourg,Windows,Yandex Browser,0.129
2025-01,Luxembourg,Windows,DuckDuckGo,0.059
2025-01,Luxembourg,Windows,AVG,0.045
2025-01,Luxembourg,Windows,Other,0.021
2025-01,Luxembourg,Windows,UC Browser,0.007
2025-01,Luxembourg,Windows,Wave Browser,0.007
2025-01,Luxembourg,Windows,Whale,0.006
2025-01,Luxembourg,Windows,Aloha Browser,0.002
2025-01,Luxembourg,Windows,QQ Browser,0.002
2025-01,Luxembourg,iOS,Safari,52.693
2025-01,Luxembourg,iOS,Mobile Safari UI/WKWebView,23.731
2025-01,Luxembourg,iOS,Chrome,8.152
2025-01,Luxembourg,iOS,Facebook,6.993
2025-01,Luxembourg,iOS,Instagram,5.417
2025-01,Luxembourg,iOS,Firefox,0.632
2025-01,Luxembourg,iOS,TikTok,0.462
2025-01,Luxembourg,iOS,Edge,0.448
2025-01,Luxembourg,iOS,DuckDuckGo,0.388
2025-01,Luxembourg,iOS,Pinterest,0.361
2025-01,Luxembourg,iOS,Snapchat,0.316
2025-01,Luxembourg,iOS,Twitter,0.114
2025-01,Luxembourg,iOS,Ecosia,0.097
2025-01,Luxembourg,iOS,Aloha Browser,0.091
2025-01,Luxembourg,iOS,Yandex Browser,0.055
2025-01,Luxembourg,iOS,UC Browser,0.029
2025-01,Luxembourg,iOS,QQ Browser,0.014
2025-01,Luxembourg,iOS,Opera,0.003
2025-01,Luxembourg,iOS,Other,0.003
2025-01,Malta,Android,Chrome,65.8
2025-01,Malta,Android,Chrome Mobile WebView,12.555
2025-01,Malta,Android,Facebook,10.15
2025-01,Malta,Android,Samsung Internet,6.411
2025-01,Malta,Android,Instagram,1.256
2025-01,Malta,Android,Brave,1.224
2025-01,Malta,Android,Firefox,0.723
2025-01,Malta,Android,Opera,0.468
2025-01,Malta,Android,Mi Browser,0.31
2025-01,Malta,Android,DuckDuckGo,0.29
2025-01,Malta,Android,Edge,0.223
2025-01,Malta,Android,UC Browser,0.218
2025-01,Malta,Android,Aloha Browser,0.097
2025-01,Malta,Android,TikTok,0.07
2025-01,Malta,Android,Huawei Browser,0.063
2025-01,Malta,Android,Yandex Browser,0.035
2025-01,Malta,Android,Ecosia,0.026
2025-01,Malta,Android,Oculus Browser,0.018
2025-01,Malta,Android,Twitter,0.018
2025-01,Malta,Android,VivoBrowser,0.013
2025-01,Malta,Android,Other,0.01
2025-01,Malta,Android,Whale,0.008
2025-01,Malta,Android,Pinterest,0.007
2025-01,Malta,Android,HiBrowser,0.003
2025-01,Malta,Android,Instabridge,0.002
2025-01,Malta,Desktop,Chrome,68.48
2025-01,Malta,Desktop,Edge,11.884
2025-01,Malta,Desktop,Safari,8.052
2025-01,Malta,Desktop,Firefox,6.684
2025-01,Malta,Desktop,Brave,2.312
2025-01,Malta,Desktop,Opera,2.274
2025-01,Malta,Desktop,AVG,0.098
2025-01,Malta,Desktop,Avast Secure Browser,0.089
2025-01,Malta,Desktop,DuckDuckGo,0.052
2025-01,Malta,Desktop,Yandex Browser,0.052
2025-01,Malta,Desktop,Other,0.011
2025-01,Malta,Desktop,Mi Browser,0.006
2025-01,Malta,Desktop,Whale,0.006
2025-01,Malta,MacOSX,Chrome,55.578
2025-01,Malta,MacOSX,Safari,30.144
2025-01,Malta,MacOSX,Firefox,10.36
2025-01,Malta,MacOSX,Brave,2.174
2025-01,Malta,MacOSX,Opera,1.105
2025-01,Malta,MacOSX,Edge,0.536
2025-01,Malta,MacOSX,DuckDuckGo,0.073
2025-01,Malta,MacOSX,Yandex Browser,0.024
2025-01,Malta,MacOSX,Other,0.004
2025-01,Malta,Mobile,Chrome,43.949
2025-01,Malta,Mobile,Safari,17.135
2025-01,Malta,Mobile,Mobile Safari UI/WKWebView,12.963
2025-01,Malta,Mobile,Facebook,9.909
2025-01,Malta,Mobile,Chrome Mobile WebView,7.094
2025-01,Malta,Mobile,Samsung Internet,3.766
2025-01,Malta,Mobile,Instagram,2.339
2025-01,Malta,Mobile,Brave,0.692
2025-01,Malta,Mobile,Firefox,0.467
2025-01,Malta,Mobile,Opera,0.269
2025-01,Malta,Mobile,Edge,0.256
2025-01,Malta,Mobile,DuckDuckGo,0.229
2025-01,Malta,Mobile,TikTok,0.177
2025-01,Malta,Mobile,Mi Browser,0.175
2025-01,Malta,Mobile,Pinterest,0.149
2025-01,Malta,Mobile,UC Browser,0.125
2025-01,Malta,Mobile,Aloha Browser,0.099
2025-01,Malta,Mobile,Twitter,0.082
2025-01,Malta,Mobile,Huawei Browser,0.036
2025-01,Malta,Mobile,Yandex Browser,0.031
2025-01,Malta,Mobile,Ecosia,0.019
2025-01,Malta,Mobile,Snapchat,0.012
2025-01,Malta,Mobile,Oculus Browser,0.01
2025-01,Malta,Mobile,VivoBrowser,0.008
2025-01,Malta,Mobile,Whale,0.005
2025-01,Malta,Mobile,HiBrowser,0.002
2025-01,Malta,Mobile,Other,0.002
2025-01,Malta,Mobile,Instabridge,0.001
2025-01,Malta,Windows,Chrome,73.084
2025-01,Malta,Windows,Edge,16.177
2025-01,Malta,Windows,Firefox,5.254
2025-01,Malta,Windows,Opera,2.726
2025-01,Malta,Windows,Brave,2.364
2025-01,Malta,Windows,AVG,0.135
2025-01,Malta,Windows,Avast Secure Browser,0.122
2025-01,Malta,Windows,Yandex Browser,0.062
2025-01,Malta,Windows,DuckDuckGo,0.047
2025-01,Malta,Windows,Other,0.013
2025-01,Malta,Windows,Whale,0.008
2025-01,Malta,Windows,Safari,0.007
2025-01,Malta,iOS,Safari,39.528
2025-01,Malta,iOS,Mobile Safari UI/WKWebView,29.942
2025-01,Malta,iOS,Chrome,15.552
2025-01,Malta,iOS,Facebook,9.642
2025-01,Malta,iOS,Instagram,3.763
2025-01,Malta,iOS,Pinterest,0.335
2025-01,Malta,iOS,TikTok,0.317
2025-01,Malta,iOS,Edge,0.298
2025-01,Malta,iOS,Twitter,0.166
2025-01,Malta,iOS,DuckDuckGo,0.15
2025-01,Malta,iOS,Firefox,0.135
2025-01,Malta,iOS,Aloha Browser,0.102
2025-01,Malta,iOS,Yandex Browser,0.026
2025-01,Malta,iOS,Snapchat,0.022
2025-01,Malta,iOS,Ecosia,0.009
2025-01,Malta,iOS,Opera,0.009
2025-01,Malta,iOS,Other,0.004
2025-01,Netherlands,Android,Chrome,50.46
2025-01,Netherlands,Android,Opera,12.808
2025-01,Netherlands,Android,Chrome Mobile WebView,11.851
2025-01,Netherlands,Android,Samsung Internet,11.341
2025-01,Netherlands,Android,Facebook,6.265
2025-01,Netherlands,Android,Instagram,2.047
2025-01,Netherlands,Android,Firefox,1.402
2025-01,Netherlands,Android,Brave,0.798
2025-01,Netherlands,Android,DuckDuckGo,0.651
2025-01,Netherlands,Android,Yandex Browser,0.631
2025-01,Netherlands,Android,Edge,0.518
2025-01,Netherlands,Android,UC Browser,0.262
2025-01,Netherlands,Android,Aloha Browser,0.251
2025-01,Netherlands,Android,TikTok,0.227
2025-01,Netherlands,Android,Mi Browser,0.138
2025-01,Netherlands,Android,Ecosia,0.115
2025-01,Netherlands,Android,Huawei Browser,0.056
2025-01,Netherlands,Android,Twitter,0.043
2025-01,Netherlands,Android,Snapchat,0.034
2025-01,Netherlands,Android,VivoBrowser,0.029
2025-01,Netherlands,Android,Oculus Browser,0.025
2025-01,Netherlands,Android,HiBrowser,0.014
2025-01,Netherlands,Android,Pinterest,0.012
2025-01,Netherlands,Android,QQ Browser,0.011
2025-01,Netherlands,Android,Mint Browser,0.003
2025-01,Netherlands,Android,Other,0.003
