date,country,browser,market_share
2025-02,New Zealand,UC Browser,0.01
2025-02,New Zealand,Whale,0.008
2025-02,New Zealand,Mi Browser,0.007
2025-02,New Zealand,Oculus Browser,0.006
2025-02,New Zealand,KakaoTalk,0.004
2025-02,New Zealand,QQ Browser,0.004
2025-02,New Zealand,VivoBrowser,0.004
2025-02,New Zealand,Vivaldi,0.002
2025-02,New Zealand,Instabridge,0.001
2025-02,New Zealand,Other,0.001
2025-02,New Zealand,Sogou Explorer,0.001
2025-02,Norway,Chrome,38.982
2025-02,Norway,Safari,23.999
2025-02,Norway,Edge,8.045
2025-02,Norway,Mobile Safari UI/WKWebView,7.935
2025-02,Norway,Facebook,5.108
2025-02,Norway,Firefox,4.267
2025-02,Norway,Chrome Mobile WebView,3.474
2025-02,Norway,Samsung Internet,2.835
2025-02,Norway,Instagram,1.731
2025-02,Norway,Opera,1.51
2025-02,Norway,Brave,0.86
2025-02,Norway,Snapchat,0.409
2025-02,Norway,DuckDuckGo,0.228
2025-02,Norway,TikTok,0.204
2025-02,Norway,Yandex Browser,0.168
2025-02,Norway,Pinterest,0.05
2025-02,Norway,Twitter,0.039
2025-02,Norway,Avast Secure Browser,0.033
2025-02,Norway,AVG,0.031
2025-02,Norway,Aloha Browser,0.03
2025-02,Norway,Huawei Browser,0.015
2025-02,Norway,Mi Browser,0.013
2025-02,Norway,Oculus Browser,0.012
2025-02,Norway,Ecosia,0.009
2025-02,Norway,UC Browser,0.006
2025-02,Norway,Vivaldi,0.004
2025-02,Norway,Other,0.002
2025-02,Norway,VivoBrowser,0.001
2025-02,Norway,Whale,0.001
2025-02,Poland,Chrome,57.938
2025-02,Poland,Firefox,8.049
2025-02,Poland,Safari,7.175
2025-02,Poland,Edge,5.361
2025-02,Poland,Opera,4.589
2025-02,Poland,Chrome Mobile WebView,4.492
2025-02,Poland,Facebook,4.29
2025-02,Poland,Mobile Safari UI/WKWebView,2.573
2025-02,Poland,Samsung Internet,2.527
2025-02,Poland,Brave,1.128
2025-02,Poland,Instagram,0.798
2025-02,Poland,Yandex Browser,0.228
2025-02,Poland,Mi Browser,0.182
2025-02,Poland,TikTok,0.156
2025-02,Poland,Avast Secure Browser,0.132
2025-02,Poland,DuckDuckGo,0.117
2025-02,Poland,Huawei Browser,0.088
2025-02,Poland,Pinterest,0.036
2025-02,Poland,Twitter,0.033
2025-02,Poland,Aloha Browser,0.032
2025-02,Poland,AVG,0.027
2025-02,Poland,UC Browser,0.021
2025-02,Poland,Snapchat,0.006
2025-02,Poland,Ecosia,0.005
2025-02,Poland,Oculus Browser,0.004
2025-02,Poland,HiBrowser,0.003
2025-02,Poland,Vivaldi,0.003
2025-02,Poland,QQ Browser,0.002
2025-02,Poland,VivoBrowser,0.002
2025-02,Poland,Whale,0.002
2025-02,Poland,Instabridge,0.001
2025-02,Poland,Mint Browser,0.001
2025-02,Poland,Other,0.001
2025-02,Portugal,Chrome,56.682
2025-02,Portugal,Safari,8.728
2025-02,Portugal,Edge,7.717
2025-02,Portugal,Chrome Mobile WebView,7.106
2025-02,Portugal,Firefox,4.804
2025-02,Portugal,Mobile Safari UI/WKWebView,4.62
2025-02,Portugal,Facebook,3.033
2025-02,Portugal,Instagram,1.944
2025-02,Portugal,Opera,1.811
2025-02,Portugal,Samsung Internet,1.445
2025-02,Portugal,Brave,1.371
2025-02,Portugal,TikTok,0.11
2025-02,Portugal,Mi Browser,0.102
2025-02,Portugal,DuckDuckGo,0.101
2025-02,Portugal,Avast Secure Browser,0.097
2025-02,Portugal,Huawei Browser,0.086
2025-02,Portugal,Twitter,0.053
2025-02,Portugal,AVG,0.049
2025-02,Portugal,Pinterest,0.042
2025-02,Portugal,Yandex Browser,0.03
2025-02,Portugal,Aloha Browser,0.028
2025-02,Portugal,UC Browser,0.012
2025-02,Portugal,Ecosia,0.011
2025-02,Portugal,Snapchat,0.006
2025-02,Portugal,Oculus Browser,0.002
2025-02,Portugal,QQ Browser,0.002
2025-02,Portugal,Vivaldi,0.002
2025-02,Portugal,Whale,0.002
2025-02,Portugal,Instabridge,0.001
2025-02,Portugal,Other,0.001
2025-02,Portugal,VivoBrowser,0.001
2025-02,Romania,Chrome,54.261
2025-02,Romania,Chrome Mobile WebView,10.491
2025-02,Romania,Facebook,7.821
2025-02,Romania,Safari,7.366
2025-02,Romania,Mobile Safari UI/WKWebView,4.094
2025-02,Romania,Firefox,3.921
2025-02,Romania,Samsung Internet,3.428
2025-02,Romania,Edge,3.212
2025-02,Romania,Opera,1.768
2025-02,Romania,Brave,1.395
2025-02,Romania,Instagram,0.976
2025-02,Romania,TikTok,0.431
2025-02,Romania,Huawei Browser,0.282
2025-02,Romania,DuckDuckGo,0.129
2025-02,Romania,Mi Browser,0.123
2025-02,Romania,Yandex Browser,0.068
2025-02,Romania,Avast Secure Browser,0.062
2025-02,Romania,Aloha Browser,0.041
2025-02,Romania,Pinterest,0.038
2025-02,Romania,Twitter,0.023
2025-02,Romania,UC Browser,0.02
2025-02,Romania,AVG,0.016
2025-02,Romania,Snapchat,0.013
2025-02,Romania,Ecosia,0.005
2025-02,Romania,Oculus Browser,0.003
2025-02,Romania,VivoBrowser,0.003
2025-02,Romania,HiBrowser,0.002
2025-02,Romania,Instabridge,0.002
2025-02,Romania,QQ Browser,0.002
2025-02,Romania,Whale,0.002
2025-02,Romania,Other,0.001
2025-02,Romania,Vivaldi,0.001
2025-02,Russian Federation,Chrome,36.6
2025-02,Russian Federation,Yandex Browser,28.779
2025-02,Russian Federation,Safari,8.547
2025-02,Russian Federation,Chrome Mobile WebView,8.058
2025-02,Russian Federation,Mobile Safari UI/WKWebView,5.05
2025-02,Russian Federation,Edge,4.555
2025-02,Russian Federation,Opera,3.718
2025-02,Russian Federation,Firefox,2.579
2025-02,Russian Federation,Samsung Internet,0.914
2025-02,Russian Federation,Mi Browser,0.461
2025-02,Russian Federation,Brave,0.227
2025-02,Russian Federation,Huawei Browser,0.203
2025-02,Russian Federation,Pinterest,0.07
2025-02,Russian Federation,Aloha Browser,0.059
2025-02,Russian Federation,DuckDuckGo,0.049
2025-02,Russian Federation,TikTok,0.039
2025-02,Russian Federation,UC Browser,0.036
2025-02,Russian Federation,VivoBrowser,0.015
2025-02,Russian Federation,Avast Secure Browser,0.009
2025-02,Russian Federation,Instagram,0.006
2025-02,Russian Federation,Facebook,0.004
2025-02,Russian Federation,Mint Browser,0.004
2025-02,Russian Federation,Oculus Browser,0.004
2025-02,Russian Federation,Other,0.003
2025-02,Russian Federation,QQ Browser,0.003
2025-02,Russian Federation,Vivaldi,0.003
2025-02,Russian Federation,AVG,0.001
2025-02,Russian Federation,HiBrowser,0.001
2025-02,Russian Federation,Twitter,0.001
2025-02,Russian Federation,Whale,0.001
2025-02,Russian Federation,WhatsApp,0.001
2025-02,Slovakia,Chrome,58.647
2025-02,Slovakia,Safari,8.767
2025-02,Slovakia,Firefox,6.514
2025-02,Slovakia,Facebook,6.133
2025-02,Slovakia,Edge,5.365
2025-02,Slovakia,Chrome Mobile WebView,4.425
2025-02,Slovakia,Mobile Safari UI/WKWebView,2.655
2025-02,Slovakia,Samsung Internet,2.597
2025-02,Slovakia,Opera,2.111
2025-02,Slovakia,Brave,0.98
2025-02,Slovakia,Instagram,0.94
2025-02,Slovakia,Mi Browser,0.165
2025-02,Slovakia,Huawei Browser,0.162
2025-02,Slovakia,Avast Secure Browser,0.121
2025-02,Slovakia,DuckDuckGo,0.105
2025-02,Slovakia,Yandex Browser,0.102
2025-02,Slovakia,TikTok,0.063
2025-02,Slovakia,AVG,0.04
2025-02,Slovakia,Pinterest,0.038
2025-02,Slovakia,Aloha Browser,0.028
2025-02,Slovakia,Twitter,0.013
2025-02,Slovakia,UC Browser,0.007
2025-02,Slovakia,Snapchat,0.006
2025-02,Slovakia,Ecosia,0.005
2025-02,Slovakia,Oculus Browser,0.005
2025-02,Slovakia,HiBrowser,0.002
2025-02,Slovakia,Whale,0.002
2025-02,Slovakia,Other,0.001
2025-02,Slovakia,QQ Browser,0.001
2025-02,Slovakia,Vivaldi,0.001
2025-02,Slovakia,VivoBrowser,0.001
2025-02,Slovenia,Chrome,60.002
2025-02,Slovenia,Safari,9.319
2025-02,Slovenia,Firefox,7.089
2025-02,Slovenia,Facebook,5.582
2025-02,Slovenia,Edge,5.059
2025-02,Slovenia,Samsung Internet,4.474
2025-02,Slovenia,Chrome Mobile WebView,2.602
2025-02,Slovenia,Mobile Safari UI/WKWebView,1.619
2025-02,Slovenia,Brave,1.362
2025-02,Slovenia,Opera,1.064
2025-02,Slovenia,Instagram,0.953
2025-02,Slovenia,Huawei Browser,0.272
2025-02,Slovenia,DuckDuckGo,0.146
2025-02,Slovenia,Avast Secure Browser,0.103
2025-02,Slovenia,TikTok,0.099
2025-02,Slovenia,Mi Browser,0.077
2025-02,Slovenia,Yandex Browser,0.045
2025-02,Slovenia,Pinterest,0.031
2025-02,Slovenia,Aloha Browser,0.027
2025-02,Slovenia,Snapchat,0.025
2025-02,Slovenia,AVG,0.019
2025-02,Slovenia,Twitter,0.016
2025-02,Slovenia,Ecosia,0.005
2025-02,Slovenia,UC Browser,0.003
2025-02,Slovenia,Oculus Browser,0.002
2025-02,Slovenia,Other,0.002
2025-02,Slovenia,QQ Browser,0.002
2025-02,Slovenia,Whale,0.002
2025-02,South Africa,Chrome,54.749
2025-02,South Africa,Chrome Mobile WebView,17.399
2025-02,South Africa,Edge,6.544
2025-02,South Africa,Safari,5.948
2025-02,South Africa,Mobile Safari UI/WKWebView,3.346
2025-02,South Africa,Facebook,2.743
2025-02,South Africa,Samsung Internet,2.587
2025-02,South Africa,Firefox,1.819
2025-02,South Africa,Huawei Browser,1.32
2025-02,South Africa,Opera,1.034
2025-02,South Africa,Brave,0.912
2025-02,South Africa,Instagram,0.805
2025-02,South Africa,UC Browser,0.226
2025-02,South Africa,TikTok,0.148
2025-02,South Africa,Twitter,0.099
2025-02,South Africa,DuckDuckGo,0.072
2025-02,South Africa,Avast Secure Browser,0.065
2025-02,South Africa,Pinterest,0.054
2025-02,South Africa,AVG,0.038
2025-02,South Africa,Aloha Browser,0.025
2025-02,South Africa,Yandex Browser,0.017
2025-02,South Africa,VivoBrowser,0.016
2025-02,South Africa,Mi Browser,0.011
2025-02,South Africa,Instabridge,0.008
2025-02,South Africa,QQ Browser,0.006
2025-02,South Africa,Ecosia,0.002
2025-02,South Africa,Mint Browser,0.002
2025-02,South Africa,Other,0.002
2025-02,South Africa,Oculus Browser,0.001
2025-02,South Africa,Snapchat,0.001
2025-02,South Africa,Whale,0.001
2025-02,Spain,Chrome,61.725
2025-02,Spain,Safari,8.041
2025-02,Spain,Mobile Safari UI/WKWebView,7.287
2025-02,Spain,Edge,5.45
2025-02,Spain,Chrome Mobile WebView,4.959
2025-02,Spain,Firefox,4.412
2025-02,Spain,Instagram,2.038
2025-02,Spain,Facebook,1.838
2025-02,Spain,Samsung Internet,1.493
2025-02,Spain,Opera,0.946
2025-02,Spain,Brave,0.847
2025-02,Spain,Mi Browser,0.256
2025-02,Spain,TikTok,0.196
2025-02,Spain,DuckDuckGo,0.117
2025-02,Spain,Avast Secure Browser,0.111
2025-02,Spain,Twitter,0.063
2025-02,Spain,Huawei Browser,0.04
2025-02,Spain,Pinterest,0.036
2025-02,Spain,AVG,0.031
2025-02,Spain,Aloha Browser,0.03
2025-02,Spain,Yandex Browser,0.027
2025-02,Spain,Ecosia,0.019
2025-02,Spain,UC Browser,0.014
2025-02,Spain,Snapchat,0.007
2025-02,Spain,Oculus Browser,0.006
2025-02,Spain,Sogou Explorer,0.003
2025-02,Spain,Whale,0.002
2025-02,Spain,HiBrowser,0.001
2025-02,Spain,Mint Browser,0.001
2025-02,Spain,Other,0.001
2025-02,Spain,QQ Browser,0.001
2025-02,Spain,Vivaldi,0.001
2025-02,Spain,VivoBrowser,0.001
2025-02,Sweden,Chrome,47.573
2025-02,Sweden,Safari,19.23
2025-02,Sweden,Mobile Safari UI/WKWebView,8.135
2025-02,Sweden,Edge,6.966
2025-02,Sweden,Chrome Mobile WebView,3.726
2025-02,Sweden,Facebook,3.632
2025-02,Sweden,Firefox,3.562
2025-02,Sweden,Samsung Internet,2.782
2025-02,Sweden,Instagram,1.748
2025-02,Sweden,Opera,0.971
2025-02,Sweden,Brave,0.751
2025-02,Sweden,TikTok,0.223
2025-02,Sweden,DuckDuckGo,0.215
2025-02,Sweden,Yandex Browser,0.134
2025-02,Sweden,Snapchat,0.087
2025-02,Sweden,Pinterest,0.06
2025-02,Sweden,Twitter,0.04
2025-02,Sweden,Avast Secure Browser,0.039
2025-02,Sweden,AVG,0.033
2025-02,Sweden,Aloha Browser,0.032
2025-02,Sweden,Mi Browser,0.016
2025-02,Sweden,Ecosia,0.013
2025-02,Sweden,Huawei Browser,0.012
2025-02,Sweden,Oculus Browser,0.009
2025-02,Sweden,UC Browser,0.005
2025-02,Sweden,Whale,0.002
2025-02,Sweden,Instabridge,0.001
2025-02,Sweden,Other,0.001
2025-02,Sweden,QQ Browser,0.001
2025-02,Sweden,Vivaldi,0.001
2025-02,Sweden,VivoBrowser,0.001
2025-02,Switzerland,Chrome,37.143
2025-02,Switzerland,Safari,23.383
2025-02,Switzerland,Edge,10.327
2025-02,Switzerland,Firefox,8.574
2025-02,Switzerland,Mobile Safari UI/WKWebView,6.545
2025-02,Switzerland,Samsung Internet,3.706
2025-02,Switzerland,Chrome Mobile WebView,2.9
2025-02,Switzerland,Instagram,2.022
2025-02,Switzerland,Facebook,1.753
2025-02,Switzerland,Brave,1.366
2025-02,Switzerland,Opera,1.017
2025-02,Switzerland,DuckDuckGo,0.413
2025-02,Switzerland,TikTok,0.244
2025-02,Switzerland,Ecosia,0.094
2025-02,Switzerland,Avast Secure Browser,0.085
2025-02,Switzerland,Pinterest,0.081
2025-02,Switzerland,Yandex Browser,0.078
2025-02,Switzerland,Aloha Browser,0.051
2025-02,Switzerland,Snapchat,0.047
2025-02,Switzerland,Twitter,0.042
2025-02,Switzerland,Huawei Browser,0.031
2025-02,Switzerland,AVG,0.027
2025-02,Switzerland,Mi Browser,0.027
2025-02,Switzerland,UC Browser,0.022
2025-02,Switzerland,Oculus Browser,0.007
2025-02,Switzerland,QQ Browser,0.003
2025-02,Switzerland,VivoBrowser,0.003
2025-02,Switzerland,Vivaldi,0.002
2025-02,Switzerland,Whale,0.002
2025-02,Switzerland,HiBrowser,0.001
2025-02,Switzerland,Instabridge,0.001
2025-02,Switzerland,Other,0.001
2025-02,Turkey,Chrome,59.612
2025-02,Turkey,Safari,11.976
2025-02,Turkey,Chrome Mobile WebView,7.478
2025-02,Turkey,Mobile Safari UI/WKWebView,4.963
2025-02,Turkey,Instagram,3.666
2025-02,Turkey,Opera,2.867
2025-02,Turkey,Edge,2.8
2025-02,Turkey,Samsung Internet,1.869
2025-02,Turkey,Firefox,1.417
2025-02,Turkey,Facebook,1.314
2025-02,Turkey,Brave,0.582
2025-02,Turkey,Yandex Browser,0.551
2025-02,Turkey,Mi Browser,0.229
2025-02,Turkey,Twitter,0.199
2025-02,Turkey,Huawei Browser,0.163
2025-02,Turkey,TikTok,0.101
2025-02,Turkey,HiBrowser,0.063
2025-02,Turkey,Pinterest,0.046
2025-02,Turkey,Avast Secure Browser,0.029
2025-02,Turkey,Aloha Browser,0.025
2025-02,Turkey,UC Browser,0.017
2025-02,Turkey,DuckDuckGo,0.015
2025-02,Turkey,AVG,0.007
2025-02,Turkey,Snapchat,0.007
2025-02,Turkey,Other,0.002
2025-02,Turkey,Whale,0.002
2025-02,Turkey,Ecosia,0.001
2025-02,Turkey,Oculus Browser,0.001
2025-02,Turkey,QQ Browser,0.001
2025-02,United Kingdom,Chrome,38.722
2025-02,United Kingdom,Safari,21.912
2025-02,United Kingdom,Mobile Safari UI/WKWebView,12.513
2025-02,United Kingdom,Edge,7.649
2025-02,United Kingdom,Facebook,5.086
2025-02,United Kingdom,Chrome Mobile WebView,3.986
2025-02,United Kingdom,Samsung Internet,2.999
2025-02,United Kingdom,Firefox,2.747
2025-02,United Kingdom,Instagram,1.831
2025-02,United Kingdom,Opera,0.782
2025-02,United Kingdom,Brave,0.606
2025-02,United Kingdom,DuckDuckGo,0.38
2025-02,United Kingdom,TikTok,0.246
2025-02,United Kingdom,Twitter,0.095
2025-02,United Kingdom,Snapchat,0.078
2025-02,United Kingdom,Yandex Browser,0.068
2025-02,United Kingdom,Pinterest,0.061
2025-02,United Kingdom,AVG,0.043
2025-02,United Kingdom,Aloha Browser,0.04
2025-02,United Kingdom,Ecosia,0.037
2025-02,United Kingdom,Avast Secure Browser,0.03
2025-02,United Kingdom,UC Browser,0.021
2025-02,United Kingdom,Huawei Browser,0.018
2025-02,United Kingdom,Mi Browser,0.013
2025-02,United Kingdom,Oculus Browser,0.013
2025-02,United Kingdom,Wave Browser,0.012
2025-02,United Kingdom,VivoBrowser,0.003
2025-02,United Kingdom,Other,0.002
2025-02,United Kingdom,QQ Browser,0.002
2025-02,United Kingdom,Whale,0.002
2025-02,United Kingdom,HiBrowser,0.001
2025-02,United Kingdom,Vivaldi,0.001
2025-02,United States,Chrome,43.965
2025-02,United States,Safari,18.466
2025-02,United States,Mobile Safari UI/WKWebView,14.971
2025-02,United States,Edge,6.984
2025-02,United States,Facebook,3.857
2025-02,United States,Firefox,3.546
2025-02,United States,Chrome Mobile WebView,3.14
2025-02,United States,Instagram,1.69
2025-02,United States,Samsung Internet,0.779
2025-02,United States,Opera,0.653
2025-02,United States,Brave,0.631
2025-02,United States,DuckDuckGo,0.443
2025-02,United States,Pinterest,0.218
2025-02,United States,TikTok,0.205
2025-02,United States,Snapchat,0.165
2025-02,United States,Twitter,0.087
2025-02,United States,Wave Browser,0.031
2025-02,United States,Aloha Browser,0.028
2025-02,United States,Yandex Browser,0.025
2025-02,United States,Avast Secure Browser,0.022
2025-02,United States,AVG,0.021
2025-02,United States,Oculus Browser,0.016
2025-02,United States,UC Browser,0.015
2025-02,United States,QQ Browser,0.008
2025-02,United States,Ecosia,0.007
2025-02,United States,Huawei Browser,0.005
2025-02,United States,Mi Browser,0.005
2025-02,United States,VivoBrowser,0.004
2025-02,United States,Puffin,0.003
2025-02,United States,Vivaldi,0.002
2025-02,United States,Whale,0.002
2025-02,United States,HiBrowser,0.001
2025-02,United States,Instabridge,0.001
2025-02,United States,KakaoTalk,0.001
2025-02,United States,Sogou Explorer,0.001
2025-02,United States,Other,0.0
2025-01,Australia,Chrome,43.679
2025-01,Australia,Safari,22.308
2025-01,Australia,Mobile Safari UI/WKWebView,8.815
2025-01,Australia,Facebook,7.042
2025-01,Australia,Edge,5.759
2025-01,Australia,Firefox,2.88
2025-01,Australia,Instagram,2.825
2025-01,Australia,Samsung Internet,2.404
2025-01,Australia,Chrome Mobile WebView,1.974
2025-01,Australia,Brave,0.745
2025-01,Australia,Opera,0.704
2025-01,Australia,TikTok,0.252
2025-01,Australia,DuckDuckGo,0.243
2025-01,Australia,Pinterest,0.1
2025-01,Australia,Snapchat,0.055
2025-01,Australia,AVG,0.049
2025-01,Australia,Avast Secure Browser,0.033
2025-01,Australia,Twitter,0.03
2025-01,Australia,Aloha Browser,0.027
2025-01,Australia,Ecosia,0.016
2025-01,Australia,Yandex Browser,0.015
2025-01,Australia,UC Browser,0.008
2025-01,Australia,Huawei Browser,0.007
2025-01,Australia,Mi Browser,0.007
2025-01,Australia,Whale,0.006
2025-01,Australia,Oculus Browser,0.005
2025-01,Australia,QQ Browser,0.004
2025-01,Australia,KakaoTalk,0.003
2025-01,Australia,VivoBrowser,0.003
2025-01,Australia,Instabridge,0.001
2025-01,Australia,Other,0.001
2025-01,Australia,Sogou Explorer,0.001
2025-01,Australia,Vivaldi,0.001
2025-01,Austria,Chrome,41.907
2025-01,Austria,Safari,17.84
2025-01,Austria,Firefox,9.254
2025-01,Austria,Edge,9.182
2025-01,Austria,Mobile Safari UI/WKWebView,4.904
2025-01,Austria,Samsung Internet,4.303
2025-01,Austria,Chrome Mobile WebView,3.803
2025-01,Austria,Facebook,2.736
2025-01,Austria,Instagram,2.201
2025-01,Austria,Opera,1.518
2025-01,Austria,Brave,0.941
2025-01,Austria,TikTok,0.312
2025-01,Austria,DuckDuckGo,0.282
2025-01,Austria,Yandex Browser,0.194
2025-01,Austria,Ecosia,0.115
2025-01,Austria,Huawei Browser,0.112
2025-01,Austria,Pinterest,0.106
2025-01,Austria,Avast Secure Browser,0.078
2025-01,Austria,Aloha Browser,0.054
2025-01,Austria,Mi Browser,0.054
2025-01,Austria,Twitter,0.029
2025-01,Austria,Snapchat,0.027
2025-01,Austria,AVG,0.017
2025-01,Austria,UC Browser,0.014
2025-01,Austria,Oculus Browser,0.009
2025-01,Austria,Other,0.002
2025-01,Austria,Vivaldi,0.002
2025-01,Austria,Whale,0.002
2025-01,Austria,HiBrowser,0.001
2025-01,Austria,QQ Browser,0.001
2025-01,Austria,VivoBrowser,0.001
2025-01,Belgium,Chrome,46.679
2025-01,Belgium,Safari,16.665
2025-01,Belgium,Edge,8.701
2025-01,Belgium,Firefox,5.893
2025-01,Belgium,Mobile Safari UI/WKWebView,5.012
2025-01,Belgium,Chrome Mobile WebView,4.222
2025-01,Belgium,Facebook,4.202
2025-01,Belgium,Samsung Internet,3.261
2025-01,Belgium,Instagram,1.922
2025-01,Belgium,Opera,1.136
2025-01,Belgium,Brave,0.979
2025-01,Belgium,TikTok,0.335
2025-01,Belgium,DuckDuckGo,0.204
2025-01,Belgium,Snapchat,0.167
2025-01,Belgium,Avast Secure Browser,0.11
2025-01,Belgium,Ecosia,0.095
2025-01,Belgium,AVG,0.085
2025-01,Belgium,Pinterest,0.081
2025-01,Belgium,Mi Browser,0.068
2025-01,Belgium,Yandex Browser,0.051
2025-01,Belgium,Aloha Browser,0.045
2025-01,Belgium,Twitter,0.044
2025-01,Belgium,Huawei Browser,0.02
2025-01,Belgium,Oculus Browser,0.009
2025-01,Belgium,UC Browser,0.008
2025-01,Belgium,Whale,0.002
2025-01,Belgium,Instabridge,0.001
2025-01,Belgium,Other,0.001
2025-01,Belgium,QQ Browser,0.001
2025-01,Belgium,Vivaldi,0.001
2025-01,Belgium,VivoBrowser,0.001
2025-01,Bulgaria,Chrome,58.059
2025-01,Bulgaria,Safari,10.311
2025-01,Bulgaria,Chrome Mobile WebView,6.464
2025-01,Bulgaria,Firefox,6.172
2025-01,Bulgaria,Facebook,4.668
2025-01,Bulgaria,Mobile Safari UI/WKWebView,3.407
2025-01,Bulgaria,Edge,3.389
2025-01,Bulgaria,Samsung Internet,2.71
2025-01,Bulgaria,Opera,1.581
2025-01,Bulgaria,Brave,1.021
2025-01,Bulgaria,Huawei Browser,0.752
2025-01,Bulgaria,Instagram,0.737
2025-01,Bulgaria,Yandex Browser,0.196
2025-01,Bulgaria,Mi Browser,0.128
2025-01,Bulgaria,DuckDuckGo,0.096
2025-01,Bulgaria,Avast Secure Browser,0.093
2025-01,Bulgaria,TikTok,0.071
2025-01,Bulgaria,Twitter,0.032
2025-01,Bulgaria,Aloha Browser,0.031
2025-01,Bulgaria,Pinterest,0.024
2025-01,Bulgaria,UC Browser,0.021
2025-01,Bulgaria,AVG,0.013
2025-01,Bulgaria,HiBrowser,0.005
2025-01,Bulgaria,Ecosia,0.004
2025-01,Bulgaria,Snapchat,0.003
2025-01,Bulgaria,Whale,0.003
2025-01,Bulgaria,Oculus Browser,0.002
2025-01,Bulgaria,Other,0.002
2025-01,Bulgaria,QQ Browser,0.002
2025-01,Bulgaria,VivoBrowser,0.002
2025-01,Bulgaria,Vivaldi,0.001
2025-01,Canada,Chrome,45.959
2025-01,Canada,Safari,19.715
2025-01,Canada,Mobile Safari UI/WKWebView,11.758
2025-01,Canada,Edge,6.637
2025-01,Canada,Firefox,3.885
2025-01,Canada,Facebook,3.365
2025-01,Canada,Chrome Mobile WebView,2.759
2025-01,Canada,Instagram,1.654
2025-01,Canada,Samsung Internet,1.533
2025-01,Canada,Brave,0.925
2025-01,Canada,Opera,0.743
2025-01,Canada,Pinterest,0.264
2025-01,Canada,DuckDuckGo,0.242
2025-01,Canada,TikTok,0.159
2025-01,Canada,Aloha Browser,0.107
2025-01,Canada,Snapchat,0.053
2025-01,Canada,AVG,0.046
2025-01,Canada,Twitter,0.046
2025-01,Canada,Avast Secure Browser,0.037
2025-01,Canada,Yandex Browser,0.025
2025-01,Canada,Wave Browser,0.017
2025-01,Canada,Oculus Browser,0.015
2025-01,Canada,UC Browser,0.014
2025-01,Canada,Ecosia,0.009
2025-01,Canada,Huawei Browser,0.007
2025-01,Canada,Mi Browser,0.007
2025-01,Canada,Whale,0.006
2025-01,Canada,KakaoTalk,0.003
2025-01,Canada,VivoBrowser,0.003
2025-01,Canada,QQ Browser,0.002
2025-01,Canada,HiBrowser,0.001
2025-01,Canada,Instabridge,0.001
2025-01,Canada,Other,0.001
2025-01,Canada,Vivaldi,0.001
2025-01,Croatia,Chrome,64.375
2025-01,Croatia,Safari,7.666
2025-01,Croatia,Facebook,7.418
2025-01,Croatia,Samsung Internet,5.276
2025-01,Croatia,Firefox,4.537
2025-01,Croatia,Edge,3.117
2025-01,Croatia,Chrome Mobile WebView,2.603
2025-01,Croatia,Mobile Safari UI/WKWebView,1.226
2025-01,Croatia,Opera,1.038
2025-01,Croatia,Brave,0.948
2025-01,Croatia,Instagram,0.905
2025-01,Croatia,Huawei Browser,0.302
2025-01,Croatia,DuckDuckGo,0.174
2025-01,Croatia,Mi Browser,0.136
2025-01,Croatia,Avast Secure Browser,0.066
2025-01,Croatia,TikTok,0.063
2025-01,Croatia,Aloha Browser,0.037
2025-01,Croatia,AVG,0.025
2025-01,Croatia,Yandex Browser,0.024
2025-01,Croatia,Pinterest,0.021
2025-01,Croatia,Twitter,0.012
2025-01,Croatia,UC Browser,0.01
2025-01,Croatia,Ecosia,0.007
2025-01,Croatia,Snapchat,0.007
2025-01,Croatia,Instabridge,0.001
2025-01,Croatia,Oculus Browser,0.001
2025-01,Croatia,Other,0.001
2025-01,Croatia,QQ Browser,0.001
2025-01,Croatia,Vivaldi,0.001
2025-01,Croatia,VivoBrowser,0.001
2025-01,Croatia,Whale,0.001
2025-01,Cyprus,Chrome,56.317
2025-01,Cyprus,Safari,13.382
2025-01,Cyprus,Mobile Safari UI/WKWebView,5.531
2025-01,Cyprus,Facebook,4.436
2025-01,Cyprus,Edge,4.419
2025-01,Cyprus,Chrome Mobile WebView,4.075
2025-01,Cyprus,Firefox,3.909
2025-01,Cyprus,Samsung Internet,2.84
2025-01,Cyprus,Instagram,1.632
2025-01,Cyprus,Opera,1.162
2025-01,Cyprus,Brave,0.989
2025-01,Cyprus,Yandex Browser,0.518
2025-01,Cyprus,DuckDuckGo,0.14
2025-01,Cyprus,TikTok,0.128
2025-01,Cyprus,Mi Browser,0.116
2025-01,Cyprus,Huawei Browser,0.082
2025-01,Cyprus,Avast Secure Browser,0.065
2025-01,Cyprus,Twitter,0.056
2025-01,Cyprus,UC Browser,0.054
2025-01,Cyprus,Aloha Browser,0.053
2025-01,Cyprus,Pinterest,0.047
2025-01,Cyprus,AVG,0.016
2025-01,Cyprus,Ecosia,0.005
2025-01,Cyprus,HiBrowser,0.005
2025-01,Cyprus,Snapchat,0.005
2025-01,Cyprus,VivoBrowser,0.005
2025-01,Cyprus,QQ Browser,0.004
2025-01,Cyprus,Oculus Browser,0.003
2025-01,Cyprus,Other,0.003
2025-01,Cyprus,Whale,0.003
2025-01,Czech Republic,Chrome,53.876
2025-01,Czech Republic,Safari,11.685
2025-01,Czech Republic,Edge,7.782
2025-01,Czech Republic,Firefox,6.875
2025-01,Czech Republic,Chrome Mobile WebView,5.727
2025-01,Czech Republic,Mobile Safari UI/WKWebView,3.692
